Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Age_Scaled,MonthlyIncome_Scaled,TotalWorkingYears_Scaled,YearsAtCompany_Scaled,AgeGroup,TenureRatio,IncomeCategory
35,0,1137,21,1,4,0,51,3,2,4,4014,19170,1,1,25,4,4,1,10,2,1,10,6,0,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.2106607044718917,-0.5395140044420366,-0.16451140099023315,0.48850772848886465,Middle-Aged,0.9090909090909091,Medium
49,0,527,8,2,1,0,51,3,3,2,7403,22477,4,0,11,3,3,1,29,3,2,26,9,1,7,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1.3223652142096962,0.23923267053124841,2.2782336440162587,3.1009910786612376,Senior,0.8666666666666667,High
48,0,1469,20,4,4,1,51,3,1,3,2259,5543,4,0,17,3,1,2,13,2,2,0,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,1.2128633628752972,-0.9427894292216515,0.2211851850634235,-1.1442943653688686,Senior,0.0,Low
31,0,1188,20,2,4,0,45,3,2,3,6932,24406,1,0,13,3,4,1,9,2,2,9,8,0,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.6486681098094882,0.13100319755620646,-0.2930769296747854,0.32522751910309133,Middle-Aged,0.9,High
36,0,188,7,4,2,1,65,3,1,4,4678,23293,2,0,18,3,3,0,8,6,3,6,2,0,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,-0.10115885313749257,-0.38693572406957827,-0.42164245835933756,-0.16461310905422863,Middle-Aged,0.6666666666666666,Medium
38,0,1333,1,3,4,0,80,3,3,1,13582,16292,1,0,13,3,2,1,15,3,3,15,12,5,11,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0.11784484953130571,1.6590838669490495,0.4783162424325279,1.3049087754177313,Middle-Aged,0.9375,High
32,0,1184,1,3,3,0,70,2,1,2,2332,3974,6,0,20,4,3,0,5,3,3,3,0,0,2,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,-0.5391662584750891,-0.9260150098433543,-0.8073390444129942,-0.6544537372115486,Middle-Aged,0.5,Low
25,1,867,19,2,3,1,36,2,1,2,2413,18798,1,1,18,3,3,3,1,2,3,1,0,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,-1.3056792178158831,-0.9074022979304489,-1.3216011591512031,-0.9810141559830953,Young,0.5,Low
40,0,658,10,4,1,1,67,2,3,2,9705,20652,2,0,12,3,2,1,11,2,2,1,0,0,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.33684855220010396,0.7682013473646807,-0.03594587230568093,-0.9810141559830953,Middle-Aged,0.08333333333333333,High
26,0,1283,1,3,3,1,52,2,2,1,4294,11148,1,0,12,3,2,0,7,2,3,7,7,0,7,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,-1.1961773664814839,-0.475173765730759,-0.5502079870438897,-0.0013328996684553085,Young,0.875,Medium
41,0,263,6,3,4,1,59,3,1,1,4721,3119,2,1,13,3,3,0,20,3,3,18,13,2,17,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0.4463504035345031,-0.37705490169606065,1.121143885855289,1.794749403575051,Middle-Aged,0.8571428571428571,Medium
36,0,938,2,4,3,1,79,3,1,3,2519,12287,4,0,21,4,3,0,16,6,3,11,8,3,9,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,-0.10115885313749257,-0.8830449218468939,0.6068817711170802,0.651787937874638,Middle-Aged,0.6470588235294118,Low
19,1,419,21,3,4,1,37,2,1,2,2121,9947,1,1,13,3,2,0,1,3,4,1,0,0,0,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,-1.9626903258222779,-0.9744999754436384,-1.3216011591512031,-0.9810141559830953,Young,0.5,Low
20,1,129,4,3,1,1,84,3,1,1,2973,13008,1,0,19,3,2,0,1,2,3,1,0,0,0,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,-1.8531884744878788,-0.7787218205078937,-1.3216011591512031,-0.9810141559830953,Young,0.5,Low
31,0,616,12,3,4,0,41,3,2,4,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.6486681098094882,-0.11647693491538634,-0.16451140099023315,0.32522751910309133,Middle-Aged,0.8181818181818182,Medium
40,0,1469,9,4,4,1,35,3,1,2,3617,25063,8,1,14,3,4,1,3,2,3,1,1,0,0,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.33684855220010396,-0.6307392714719552,-1.0644701017820986,-0.9810141559830953,Middle-Aged,0.25,Low
32,0,498,3,4,3,0,93,3,2,1,6725,13554,1,0,12,3,3,1,8,2,4,8,7,6,3,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,-0.5391662584750891,0.08343737822322622,-0.42164245835933756,0.16194730971731802,Middle-Aged,0.8888888888888888,High
36,1,530,3,1,3,1,51,2,3,4,10325,5518,1,1,11,3,1,1,16,6,3,16,7,3,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,-0.10115885313749257,0.9106690187967954,0.6068817711170802,1.4681889848035046,Middle-Aged,0.9411764705882353,High
33,0,1069,1,3,2,0,42,2,2,4,6949,12291,0,0,14,3,1,0,6,3,3,5,0,1,4,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.42966440714069,0.1349095691922483,-0.678773515728442,-0.32789331844000197,Middle-Aged,0.7142857142857143,High
37,1,625,1,4,1,1,46,2,3,3,10609,14922,5,0,11,3,3,0,17,2,1,14,1,11,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.008342998196906572,0.975928403775377,0.7354472998016324,1.141628566031958,Middle-Aged,0.7777777777777778,High
45,0,805,4,2,3,1,57,3,2,2,4447,23163,1,0,12,3,2,0,9,5,2,9,7,0,8,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.8843578088720997,-0.44001642100638233,-0.2930769296747854,0.32522751910309133,Middle-Aged,0.9,Medium
29,0,1404,20,3,3,0,84,3,1,4,2157,18203,1,0,15,3,2,1,3,5,3,3,1,0,2,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,-0.8676718124782865,-0.9662276590379028,-1.0644701017820986,-0.6544537372115486,Young,0.75,Low
35,0,1219,18,3,3,0,86,3,2,3,4601,6179,1,0,16,3,2,0,5,3,3,5,2,1,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,-0.2106607044718917,-0.40462928971517964,-0.8073390444129942,-0.32789331844000197,Middle-Aged,0.8333333333333334,Medium
52,0,1053,1,2,4,1,70,3,4,4,16581,13829,2,0,15,3,2,1,26,2,2,9,8,7,8,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1.6508707682128936,2.3482137808601977,1.8925370579626022,0.32522751910309133,Senior,0.3333333333333333,High
58,1,289,2,3,4,1,51,3,1,3,2479,26227,4,0,24,4,1,0,7,4,3,1,0,0,0,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,2.3078818762192883,-0.8922363845199335,-0.5502079870438897,-0.9810141559830953,Senior,0.125,Low
53,0,1376,2,2,3,1,45,3,4,3,14852,13938,6,0,13,3,3,1,22,3,4,17,13,15,2,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1.7603726195472926,1.9509128068180588,1.3782749432243935,1.6314691941892778,Senior,0.7391304347826086,High
30,0,231,8,2,3,1,62,3,3,3,7264,9977,5,0,11,3,1,1,10,2,4,8,4,7,7,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,-0.7581699611438873,0.2072923377424356,-0.16451140099023315,0.16194730971731802,Young,0.7272727272727273,High
38,0,152,10,3,3,0,85,3,2,4,5666,19899,1,1,13,3,2,0,6,1,3,5,3,1,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.11784484953130571,-0.15990659604549873,-0.678773515728442,-0.32789331844000197,Middle-Aged,0.7142857142857143,Medium
35,0,882,3,4,4,1,92,3,3,4,7823,6812,6,0,13,3,2,1,12,2,3,10,9,0,8,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.2106607044718917,0.33574302859816485,0.09261965637887129,0.48850772848886465,Middle-Aged,0.7692307692307693,High
39,0,903,2,5,1,1,41,4,3,3,7880,2560,0,0,18,3,4,0,9,3,3,8,7,0,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.22734670086570485,0.34884086290724636,-0.2930769296747854,0.16194730971731802,Middle-Aged,0.8,High
40,1,1479,24,3,2,0,100,4,4,2,13194,17071,4,1,16,3,4,0,22,2,2,1,0,0,0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.33684855220010396,1.5699266790205648,1.3782749432243935,-0.9810141559830953,Middle-Aged,0.043478260869565216,High
47,0,1379,16,4,3,1,64,4,2,3,5067,6759,1,1,19,3,3,0,20,3,4,19,10,2,7,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,1.103361511540898,-0.29754874957426763,1.121143885855289,1.9580296129608246,Senior,0.9047619047619048,Medium
36,0,1229,8,4,1,1,84,3,2,4,5079,25952,4,0,13,3,4,2,12,3,3,7,7,0,7,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,-0.10115885313749257,-0.2947913107723557,0.09261965637887129,-0.0013328996684553085,Middle-Aged,0.5384615384615384,Medium
31,1,335,9,2,3,1,46,2,1,1,2321,10322,0,1,22,4,1,0,4,0,3,3,2,1,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,-0.6486681098094882,-0.9285426620784402,-0.9359045730975464,-0.6544537372115486,Middle-Aged,0.6,Low
33,0,722,17,3,4,1,38,3,4,3,16581,20489,1,0,11,3,4,0,10,2,3,10,8,6,0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,-0.42966440714069,2.3482137808601977,-0.16451140099023315,0.48850772848886465,Middle-Aged,0.9090909090909091,High
29,1,906,10,3,4,0,92,2,1,1,2404,11479,6,1,20,4,3,0,3,5,3,0,0,0,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.8676718124782865,-0.9094703770318828,-1.0644701017820986,-1.1442943653688686,Young,0.0,Low
33,0,461,13,1,2,0,53,3,1,4,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.42966440714069,-0.6686540549982438,-0.8073390444129942,-0.6544537372115486,Middle-Aged,0.5,Low
45,0,974,1,4,4,0,91,3,1,4,2270,11005,3,0,14,3,4,2,8,2,3,5,3,0,2,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.8843578088720997,-0.9402617769865657,-0.42164245835933756,-0.32789331844000197,Middle-Aged,0.5555555555555556,Low
50,0,1126,1,2,4,1,66,3,4,4,16581,6615,9,0,22,4,3,1,32,1,2,5,4,1,3,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,1.4318670655440953,2.3482137808601977,2.6639302300699153,-0.32789331844000197,Senior,0.15151515151515152,High
33,0,827,1,4,3,0,84,4,2,2,5488,20161,1,1,13,3,1,1,6,2,3,6,5,1,2,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.42966440714069,-0.20080860494052521,-0.678773515728442,-0.16461310905422863,Middle-Aged,0.8571428571428571,Medium
41,0,840,9,3,1,1,64,3,5,3,16581,3735,2,0,17,3,2,1,21,2,4,18,16,0,11,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.4463504035345031,2.3482137808601977,1.2497094145398413,1.794749403575051,Middle-Aged,0.8181818181818182,High
27,0,1134,16,4,3,0,37,3,1,2,2811,12086,9,0,14,3,2,1,4,2,3,2,2,2,2,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,-1.0866755151470848,-0.8159472443337044,-0.9359045730975464,-0.8177339465973219,Young,0.4,Low
45,0,248,23,2,4,1,42,3,2,1,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.8843578088720997,-0.6270626864027393,-0.2930769296747854,0.32522751910309133,Middle-Aged,0.9,Medium
47,0,955,4,2,4,0,83,3,2,4,4163,8571,1,1,17,3,3,0,9,0,3,9,0,0,7,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1.103361511540898,-0.5052758059849639,-0.2930769296747854,0.32522751910309133,Senior,0.9,Medium
30,1,138,22,3,1,0,48,3,1,3,2132,11539,4,1,11,3,2,0,7,2,3,5,2,0,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.7581699611438873,-0.9719723232085525,-0.5502079870438897,-0.32789331844000197,Young,0.625,Low
50,0,939,24,3,4,1,95,3,4,3,13973,4161,3,1,18,3,4,1,22,2,3,12,11,1,5,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1.4318670655440953,1.7489304145780122,1.3782749432243935,0.8150681472604113,Senior,0.5217391304347826,High
38,0,1391,10,1,3,1,66,3,1,3,2684,12127,0,0,17,3,2,1,3,0,2,2,1,0,2,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0.11784484953130571,-0.8451301383206052,-1.0644701017820986,-0.8177339465973219,Middle-Aged,0.5,Low
46,0,566,7,2,4,1,75,3,3,3,10845,24208,6,0,13,3,2,1,13,3,3,8,7,0,7,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.9938596602064987,1.030158033546311,0.2211851850634235,0.16194730971731802,Senior,0.5714285714285714,High
24,0,1206,17,1,4,0,41,2,2,3,4377,24117,1,0,15,3,2,2,5,6,3,4,2,3,2,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,-1.4151810691502822,-0.4561014806842017,-0.8073390444129942,-0.4911735278257753,Young,0.6666666666666666,Medium
35,1,622,14,4,3,1,39,2,1,2,3743,10074,1,1,24,4,4,1,5,2,1,4,2,0,2,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,-0.2106607044718917,-0.6017861640518802,-0.8073390444129942,-0.4911735278257753,Middle-Aged,0.6666666666666666,Medium
31,0,853,1,1,3,0,96,3,2,1,4148,11275,1,0,12,3,3,1,4,1,3,4,3,0,3,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-0.6486681098094882,-0.5087226044873537,-0.9359045730975464,-0.4911735278257753,Middle-Aged,0.8,Medium
18,0,287,5,2,2,1,73,3,1,4,1051,13493,1,0,15,3,4,0,0,2,3,0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,-2.072192177156677,-1.2203716019474493,-1.4501666878357553,-1.1442943653688686,Young,0.0,Low
54,0,1441,17,3,3,0,56,3,3,3,10739,13943,8,0,11,3,3,1,22,2,3,10,7,0,8,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,1.869874470881692,1.0058006574627558,1.3782749432243935,0.48850772848886465,Senior,0.43478260869565216,High
35,0,583,25,4,3,0,57,3,3,3,10388,6975,1,1,11,3,3,1,16,3,2,16,10,10,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-0.2106607044718917,0.9251455725068329,0.6068817711170802,1.4681889848035046,Middle-Aged,0.9411764705882353,High
30,0,153,8,2,2,0,73,4,3,1,11416,17802,0,1,12,3,3,3,9,4,2,8,7,1,7,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.7581699611438873,1.161366163203952,-0.2930769296747854,0.16194730971731802,Young,0.8,High
20,1,1097,11,3,4,0,98,2,1,1,2600,18275,1,1,15,3,1,0,1,2,3,1,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,-1.8531884744878788,-0.8644322099339885,-1.3216011591512031,-0.9810141559830953,Young,0.5,Low
30,1,109,5,3,2,0,60,3,1,2,2422,25725,0,0,17,3,1,0,4,3,3,3,2,1,2,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,-0.7581699611438873,-0.905334218829015,-0.9359045730975464,-0.6544537372115486,Young,0.6,Low
26,0,1066,2,2,4,1,32,4,2,4,5472,3334,1,0,12,3,2,0,8,2,3,8,7,1,3,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,-1.1961773664814839,-0.20448519000974108,-0.42164245835933756,0.16194730971731802,Young,0.8888888888888888,Medium
22,0,217,8,1,2,1,94,1,1,1,2451,6881,1,0,15,3,1,1,4,3,2,4,3,1,1,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,-1.6341847718190805,-0.8986704083910613,-0.9359045730975464,-0.4911735278257753,Young,0.8,Low
48,0,277,6,3,1,1,97,2,2,3,4240,13119,2,0,13,3,4,0,19,0,3,2,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.2128633628752972,-0.48758224033936254,0.9925783571707368,-0.8177339465973219,Senior,0.1,Medium
48,0,1355,4,4,3,1,78,2,3,3,10999,22245,7,0,14,3,2,0,27,3,3,15,11,4,8,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.2128633628752972,1.0655451648375136,2.0211025866471544,1.3049087754177313,Senior,0.5357142857142857,High
41,0,549,7,2,4,0,42,3,2,3,5003,23371,6,0,14,3,2,0,8,6,3,2,2,2,1,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.4463504035345031,-0.31225508985113104,-0.42164245835933756,-0.8177339465973219,Middle-Aged,0.2222222222222222,Medium
39,0,466,1,1,4,0,65,2,4,4,12742,7060,1,0,16,3,3,1,21,3,3,21,6,11,8,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.22734670086570485,1.4660631508152169,1.2497094145398413,2.284590031732371,Middle-Aged,0.9545454545454546,High
27,0,1055,2,4,1,0,47,3,2,4,4227,4658,0,0,18,3,2,1,4,2,3,3,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,-1.0866755151470848,-0.49056946570810045,-0.9359045730975464,-0.6544537372115486,Young,0.6,Medium
35,0,802,10,3,2,1,45,3,1,4,3917,9541,1,0,20,4,1,1,3,4,2,3,2,1,2,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,-0.2106607044718917,-0.5618033014241578,-1.0644701017820986,-0.6544537372115486,Middle-Aged,0.75,Medium
42,0,265,5,2,4,1,90,3,5,3,16581,7770,6,0,13,3,2,0,21,3,4,1,0,0,0,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.5558522548689022,2.3482137808601977,1.2497094145398413,-0.9810141559830953,Middle-Aged,0.045454545454545456,High
50,0,804,9,3,1,1,64,3,1,4,2380,20165,4,0,18,3,2,0,8,5,3,1,0,0,0,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.4318670655440953,-0.9149852546357067,-0.42164245835933756,-0.9810141559830953,Senior,0.1111111111111111,Low
59,0,715,2,3,3,0,69,2,4,4,13726,21829,3,1,13,3,1,0,30,4,3,5,3,4,3,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,2.4173837275536876,1.6921731325719924,2.406799172700811,-0.32789331844000197,Senior,0.16129032258064516,High
37,1,1141,11,2,1,0,61,1,2,2,4777,14382,5,0,15,3,1,0,15,2,1,1,0,0,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.008342998196906572,-0.3641868539538051,0.4783162424325279,-0.9810141559830953,Middle-Aged,0.0625,Medium
55,0,135,18,4,3,1,62,3,2,2,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1.979376322216091,0.005309945502389123,0.7354472998016324,0.16194730971731802,Senior,0.4444444444444444,Medium
41,0,247,7,1,2,0,55,1,5,3,16581,20284,1,0,22,4,2,2,21,3,3,21,16,5,10,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.4463504035345031,2.3482137808601977,1.2497094145398413,2.284590031732371,Middle-Aged,0.9545454545454546,High
38,0,1035,3,4,2,1,42,3,2,4,6861,4981,8,1,12,3,3,0,19,1,3,1,0,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.11784484953130571,0.11468835131156105,0.9925783571707368,-0.9810141559830953,Middle-Aged,0.05,High
26,1,265,29,2,2,1,79,1,2,1,4969,21813,8,0,18,3,4,0,7,6,3,2,2,2,2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,-1.1961773664814839,-0.3200678331232148,-0.5502079870438897,-0.8177339465973219,Young,0.25,Medium
52,1,266,2,1,1,0,57,1,5,4,16581,25846,1,0,15,3,4,1,33,3,3,32,14,6,9,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1.6508707682128936,2.3482137808601977,2.7924957587544674,4.080672334975878,Senior,0.9411764705882353,High
44,0,1448,28,3,4,0,53,4,4,4,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.7748559575377005,1.5988797864406399,1.5068404719089457,0.8150681472604113,Middle-Aged,0.5,High
50,0,145,1,3,4,0,95,3,2,3,6347,24920,0,0,12,3,1,1,19,3,3,18,7,0,13,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1.4318670655440953,-0.003421944036998552,0.9925783571707368,1.794749403575051,Senior,0.9,Medium
36,1,885,16,4,3,0,43,4,1,1,2743,8269,1,0,16,3,3,0,18,1,3,17,13,15,14,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,-0.10115885313749257,-0.8315727308778718,0.8640128284861845,1.6314691941892778,Middle-Aged,0.8947368421052632,Low
39,0,945,22,3,4,0,82,3,3,1,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.22734670086570485,1.0382005633852207,1.2497094145398413,2.284590031732371,Middle-Aged,0.9545454545454546,High
33,0,1038,8,1,2,0,88,2,1,4,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,-0.42966440714069,-0.9237171441750943,-1.0644701017820986,-0.8177339465973219,Middle-Aged,0.5,Low
45,0,1234,11,2,4,0,90,3,4,4,16581,5404,3,0,13,3,2,1,26,4,4,9,3,1,1,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.8843578088720997,2.3482137808601977,1.8925370579626022,0.32522751910309133,Middle-Aged,0.3333333333333333,High
32,0,1109,29,4,4,0,69,3,1,3,4025,11135,9,0,12,3,2,0,10,2,3,8,7,7,7,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,-0.5391662584750891,-0.5369863522069507,-0.16451140099023315,0.16194730971731802,Middle-Aged,0.7272727272727273,Medium
34,0,216,1,4,2,1,75,4,2,4,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.3201625558062908,0.7727970787012005,0.6068817711170802,1.3049087754177313,Middle-Aged,0.8823529411764706,High
59,0,1089,1,2,2,1,66,3,3,4,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2.4173837275536876,1.2735020078150359,0.34975071374797573,-0.16461310905422863,Senior,0.4,High
45,0,788,24,4,2,1,36,3,1,2,2177,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,0.8843578088720997,-0.961631927701383,-0.678773515728442,-0.16461310905422863,Middle-Aged,0.8571428571428571,Low
53,0,124,2,3,3,0,38,2,3,2,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,1.7603726195472926,0.2672666316840194,2.406799172700811,1.3049087754177313,Senior,0.4838709677419355,High
36,1,660,15,3,1,1,81,3,2,3,4834,7858,7,0,14,3,2,1,9,3,2,1,0,0,0,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,-0.10115885313749257,-0.3510890196447236,-0.2930769296747854,-0.9810141559830953,Middle-Aged,0.1,Medium
26,1,342,2,3,1,1,57,3,1,1,2042,15346,6,1,14,3,2,1,6,2,3,3,2,1,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,-1.1961773664814839,-0.9926531142228917,-0.678773515728442,-0.6544537372115486,Young,0.42857142857142855,Low
34,0,1333,10,4,3,0,87,3,1,3,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,-0.3201625558062908,-0.9517511053278652,-1.3216011591512031,-0.9810141559830953,Middle-Aged,0.5,Low
28,0,1144,10,1,4,1,74,3,1,2,1052,23384,1,0,22,4,2,0,1,5,3,1,0,0,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,-0.9771736638126857,-1.2201418153806234,-1.3216011591512031,-0.9810141559830953,Young,0.5,Low
38,0,1186,3,4,3,1,44,3,1,3,2821,2997,3,0,16,3,1,1,8,2,3,2,2,2,2,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.11784484953130571,-0.8136493786654444,-0.42164245835933756,-0.8177339465973219,Middle-Aged,0.2222222222222222,Low
50,0,1464,2,4,2,1,62,3,5,3,16581,12853,2,1,11,3,4,1,29,2,2,8,1,7,7,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,1.4318670655440953,2.3482137808601977,2.2782336440162587,0.16194730971731802,Senior,0.26666666666666666,High
37,0,124,3,3,4,0,35,3,2,2,4107,13848,3,0,15,3,1,0,8,3,2,4,3,0,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0.008342998196906572,-0.5181438537272194,-0.42164245835933756,-0.4911735278257753,Middle-Aged,0.4444444444444444,Medium
